screen_name,text,created_at,favorite_count,quote_count,reply_count
publisher_hindu,"#HamasTerrorists india  support Israel #IsraelUnderAttack

https://t.co/x5ANLOMrWA 👈 Watch https://t.co/cSbAw7eXM8",2021-05-13T14:37:11Z,2,NA,NA
iaminimitable,"#ISupportIsrael
#IsraelUnderAttack 
If anyone think it's Israel that made the first move and attacked innocent people of Palestine see this :- https://t.co/RjoM5Hfruo",2021-05-13T14:36:48Z,1,NA,NA
piping_engr,@SadmanRafidSam1 Not pelestine people given shelter they are there from 3000 years Jerusalem was founded by them all know that #IstandwithIsreal #IsraelUnderAttack if you know about biblical knowledge n history,2021-05-13T14:36:48Z,0,NA,NA
piping_engr,@Faisal35491631 @netanyahu They are there long before 1600 years they are 3000 year old civilization #IsraelUnderAttack #ISupportIsrael you are not exist not your religion,2021-05-13T07:44:44Z,3,NA,NA
piping_engr,@JaneLytv So what they are  sharing videos from Afghanistan and seria where Islamic terrorist killed kids and show them as a Israel killed them #AfghanistanBleeds #IstandwithIsreal # @netanyahu we are with you #IsraelUnderAttack,2021-05-13T08:29:15Z,0,NA,NA
Ramaswamie,"#IsraelPalestine #IStandWithIsrael 

Israel Always Stood with India during the Attack from Pakistani Islamic Terrorists. 
Naturally #IndiaStandsWithIsrael 
#WeWantApology #IndiaStandsWithIsrael #IsraelUnderAttack #HamasTerrorists 

We Indians are with #Israel https://t.co/nxMxdaeDf1",2021-05-13T14:36:47Z,3,NA,NA
Sedate_gaurav,"Stop killing Jews. Their lives matter too. Love them.
#IStandWithIsrael #IsraelUnderAttack",2021-05-13T14:36:46Z,0,NA,NA
RiseForRight,"@Chopsyturvey It is real!!!

Many more videos are available...they are paying back the dues.
#IsraelUnderAttack",2021-05-13T14:36:15Z,0,NA,NA
EllenLevittEL,@PeterBeinart How dare you deny the rights of the Jewish people to have a homeland in Israel. That's terrible. I'm glad you don't create policy. #IsraelUnderAttack #Israel #IStandWithIsrael,2021-05-13T14:35:49Z,0,NA,NA
TeamSJW,"Netanyahu posts years old rocket attack video to excuse attacks on Palestinian civilians &amp; children:
#ApartheidIsrael #PalestineUnderAttack #IsraelUnderAttack https://t.co/Fr7SJSm7MG",2021-05-13T14:35:45Z,4,NA,NA
mickey1more,"Who is supplying all these Rockets to Gaza ? Someone or some country is accountable for supplying them. Surely an investigation needs to happen. Yes ?
#IsraelUnderAttack 
#IronDome",2021-05-13T14:35:11Z,0,NA,NA
WonderWomanMia1,A Canadian journalist reveals the truth about Israel #IsraelUnderAttack #IsraelUnderFire 💙 https://t.co/uflrcNtEYv,2021-05-12T22:08:40Z,29,NA,NA
WonderWomanMia1,"Is this ok with you all???
#JewsUnderAttack #JewishLivesMatter #IsraelUnderAttack #IstandwithIsreal #Israel #IsraelUnderFire https://t.co/GXJMTkGk1N",2021-05-13T14:20:40Z,0,NA,NA
WonderWomanMia1,"Just watch the whole interview #Israel #IsraelUnderAttack #IStandWithIsrael #IsraelUnderFire 

https://t.co/LUvEldL1RU",2021-05-13T14:11:41Z,1,NA,NA
WonderWomanMia1,"Share this video.
#IsraelUnderAttack #IsraelUnderFire #IStandWithIsrael https://t.co/TluXFlZ1ht",2021-05-13T14:34:54Z,0,NA,NA
plexaleOK,"We want PEACE

Shalom Salam Peace Paz

#IsraelUnderAttack https://t.co/0RiHxGBRE9",2021-05-13T14:34:46Z,3,NA,NA
plexaleOK,"Enough!
No more violence!

#IsraelUnderAttack https://t.co/PFgCaZXxeT",2021-05-13T13:44:35Z,3,NA,NA
Charlene_Wasson,Whats going on in the Middle East should cause our ears and eyes to give attention. #ENDTIMES #Israel #IsraelUnderAttack,2021-05-13T14:34:27Z,7,NA,NA
rebellion2100,"Killed by Rocket shot by Islamic terrorists 

That’s the Tweet

#IsraelUnderAttack #IStandWithIsrael https://t.co/b0duMIf9vK",2021-05-13T14:34:21Z,0,NA,NA
LlDutch,This right here. 👇 #ISupportIsrael #IsraelUnderAttack https://t.co/9kAy6yLiW7,2021-05-13T14:34:12Z,0,NA,NA
libertas1,"@JornalBSM Good night from Israel. 💔

Half of Israel's population is spending the night in a bomb shelter. #IsraelUnderAttack https://t.co/aqylskIyOZ",2021-05-13T14:34:09Z,0,NA,NA
libertas1,"@BryanAlbarino Good night from Israel. 💔

Half of Israel's population is spending the night in a bomb shelter. #IsraelUnderAttack https://t.co/aqylskIyOZ",2021-05-13T14:05:34Z,3,NA,NA
NaniKarthikOff3,"Proof: Hamas is launching rockets today from the civilian population in Gaza.

Where is the UN?

Where is the media?
 
Tell the world! 
Israel

#Israel #IndiaStandsWithIsrael #ISupportIsrael #IsraelUnderAttack https://t.co/gsvWFzUfmO",2021-05-13T14:33:58Z,6,NA,NA
GahlautMohit,"Indian hypocrites #liberals are crying for #Palestine but no one cries for #Kerala women who die by #HamasTerrorist rockets!

#IsraelUnderAttack
#IsraelPalestine
#WeWantApology",2021-05-13T14:33:58Z,1,NA,NA
shar1z,"If Israel truly wanted to unleash hell it would flatten Gaza in a day! 

Israel wouldn't be calling agencies in Gaza to evacuate buildings and civilian populations.

That's not what genocide looks like.

We KNOW! 

#IsraelUnderAttack",2021-05-13T14:33:24Z,6,NA,NA
gios_worldd,"#IsraelUnderAttack #PalestineUnderAttack 

So which one is it ? https://t.co/wJpy8EBKJB",2021-05-13T14:33:14Z,2,NA,NA
IsraelStan1,"Stop on hating Israel guys we did nothing Islam is a terrorist....they bomb our country... please...
#Israellivesmatter #IsraelUnderAttack",2021-05-13T14:26:52Z,0,NA,NA
IsraelStan1,"So I see lot of Malaysia tweet that Koyak nonsense thing..Like what did we do Islam is terrorist...they bomb us and you support it😔😔😔
#ISupportIsrael #IsraelUnderAttack #Israellivesmatter https://t.co/cC6ns6nibC",2021-05-13T14:32:45Z,1,NA,NA
WadheshT,"Yes #Palestinian are mass murderers of #Israeli .
#IsraelUnderAttack https://t.co/KJOit3fi7J",2021-05-13T14:32:20Z,0,NA,NA
AdamGamma,"It's times like these that I sorely miss Ariel Sharon's leadership. The man knew how to deal with palestinian terror. Just the mention of his name would make terrorists scuttle back down the sewers

#IsraelUnderAttack
#IsraelUnderFire
#PrayForIsrael",2021-05-13T14:31:52Z,0,NA,NA
AdamGamma,"@Timesofgaza Nope. Insufficient f**ks to give. I completely understand how Israelis feel. They're surrounded by those who would love nothing more than to exterminate each and every one of them.

#IsraelUnderAttack",2021-05-13T00:12:50Z,0,NA,NA
AdamGamma,"@Beltrew @asiehnamdar Let's see if I got Hamas right

On Covid vaccines:
""boor za balestinians in Gaza! Boor! No money! ☹️😢🤷🏽‍♂️

On rockets:
""CHA CHIIIIIIING"" 🎉🎊🎊🎉🎉

yea, think I did 

#IsraelUnderFire 
#IsraelUnderAttack",2021-05-13T10:49:55Z,0,NA,NA
sarkyindian,"Never ever think that people calling India's friend Israel a terrorist state would ever support India in India vs Pak/China. 

Their loyalties do not lie with us. 

#IndiaStandsWithIsrael #ISupportIsrael #IsraelUnderAttack #Gaza #Hamas #HamasTerrorists #Palestine #IndiaWithIsrael",2021-05-13T14:31:28Z,6,NA,NA
DinaaTayeh,"Israel is targeting children while playing with rockets 
#IsraelUnderAttack #GazaUnderAttack #IsraelTerrorist #غزة_تحت_القصف #غزة_تنتصر_للقدس https://t.co/1yJ4kIaiml",2021-05-13T14:30:55Z,1,NA,NA
SumayaMajali,"If you’re a Muslim share this! 
Let the world know who the real terrorists are. 
#freepalastine #GazaUnderAttack #IsraelUnderAttack #AllahuAkber #Islam https://t.co/CtahCEl5vh",2021-05-13T14:30:00Z,2,NA,NA
APUSHistorian85,"Man I'm slaying all the #Antisemitic and ahistorical supporters of genocidal terror today!
#IStandWithIsrael 
#Israel 
#IsraelUnderAttack 
#Israeli 
#IsraelUnderFire",2021-05-13T14:29:43Z,0,NA,NA
Di123azlri,"there's a saying, when the ship sinks its the rats who flee first

 #IsraelTerrorist #ayash250
#Israel #GazaUnderAttack #Pakistan #Palestinian #IsraelUnderAttack https://t.co/K8eQ3dAxd8",2021-05-13T14:29:19Z,0,NA,NA
anand1subhash,"@vaibhavUP65 @monidipadey Those celebrities should be kicked out from India. Infact they are the higher grade terrorist. Hindus r with Israel.

#IsraelUnderAttack",2021-05-13T14:28:58Z,0,NA,NA
aasaasinos,#IStandWithPalestine #IsraelUnderAttack #IStandWithIsrael #ISupportIsrael #isreal #isrealterrorist one more of the jews who don't agree with the lies and the terrorist attacks form isreal https://t.co/VgZogG1FSS,2021-05-13T14:28:13Z,0,NA,NA
BunnyPeculiar,"@phara4assembly Not only #antisemitic, stupid enough to think roses would grow in the Negev. 🤦
#FreePalestineFromHamas
#IsraelUnderAttack",2021-05-13T14:28:07Z,0,NA,NA
vijit_puri,"For the people, who are standing up for palestines @ReallySwara and Jihadis of our country. 

Should know the fact, that "" First Missile was shot by Palestines"" &amp; every country has right to defend.

This picture defines story of #IsraelUnderAttack 

#IndiaStandsWithIsrael https://t.co/evdRYwB9un",2021-05-13T14:27:56Z,0,NA,NA
pdgaur,"#IndiaWithIsrael #ISupportIsrael #IsraelUnderAttack 
Hamas terrorists attacked Israel with barrage of rockets targeting innocent civilians, Israel must teach them a lesson. Now bigots pseudo secular are turned into Hamas terrorists sympathizers. Shame on such sympathizers. https://t.co/Nrn2TEefHP",2021-05-13T14:27:37Z,2,NA,NA
Iamashisbose,"@IDF @NoaHakim May his soul Rest in peace 🙏 
#ISupportIsrael 
#IsraelUnderAttack 
#HamasTerrorists",2021-05-13T14:27:37Z,0,NA,NA
Israel_nyc,"Share the truth
#IsraelUnderAttack
#StandWithIsrael https://t.co/1PuCf4WtqQ",2021-05-13T14:25:15Z,0,NA,NA
Israel_nyc,"SHARE THE TRUTH!!!!
#IsraelUnderAttack 
#StandWithIsrael 
https://t.co/funAKfuK7X",2021-05-13T14:27:35Z,0,NA,NA
SaiyedHaider7,"It isn't about #Religion. It is about yr #Spirituality. U may follow any religion, yet u may become an #Animal in #human skin if u r unable to tame yr senses frm getting astray &amp; put aside #materialism  frm overpowering u

#freepalastine
#IsraelUnderAttack
https://t.co/mnewTjw60F",2021-05-13T14:27:18Z,0,NA,NA
danielsinferno9,"Death is a horrible thing, prayers to all innocents involved in the #IsraelUnderAttack by terrorist organizations causing the state to retaliate. People need to research abit before going off",2021-05-13T14:27:11Z,0,NA,NA
TanishqSinghYDV,@IDF @moronhumor Fight back Israel.   long live my beloved #IsraelUnderAttack,2021-05-13T14:26:54Z,0,NA,NA
JakobRedens,oc I made #freepalastine #IsraelUnderAttack https://t.co/Vl1Ht0EYwp,2021-05-13T14:26:50Z,1,NA,NA
IndySpanglish,"#iBullshitYouNot 
#IsraelUnderAttack

With Joe Biden as President, Hamas can come right out and thank Iran for their support.

Our enemies see weakness.

https://t.co/5DkeyI0JVn",2021-05-13T13:34:08Z,30,NA,NA
IndySpanglish,"#iBullshitYouNot 
#IsraelUnderAttack 

Hamas affiliated account asks Gaza residents not to film rocket launch sites from their homes.

Hamas is endangering the lives of Palestinians by firing rockets from their neighborhoods and their response?

Be a better human shield https://t.co/j4XT6Ck6wg",2021-05-13T14:26:30Z,12,NA,NA
WorldsGenuineI1,Riots erupted in some Israeli cities amidst the war with Palestine.  More than four hundred rioters arrested 12 police officers injured.  A five-year-old child was among the 90 people killed in the attacks. #IsraelUnderAttack #Israeli #Hamas https://t.co/2fvTd3EJ7n,2021-05-13T14:25:33Z,0,NA,NA
jadon07_,"@YossiZilberman We all indians are with you
Love you all Israelis 
Stay strong 💪
Love &amp; support from india 🇮🇳❤️🇮🇱
#IsraelUnderAttack #IndiaStandsWithIsrael https://t.co/S5CzMyghEO",2021-05-13T08:25:41Z,1,NA,NA
jadon07_,"I'm an indian &amp; I support Israel in it's fight against Hamas 
I love Israel &amp; I'll keep supporting our Brother nation till my last breath no matter what happens
India loves Israel 🇮🇳🧡🇮🇱

#IndiaStandsWithIsrael 
#IStandWithIsrael 
#IsraelUnderAttack
#PrayForIsrael https://t.co/PowB6R170l",2021-05-13T14:25:25Z,3,NA,NA
JamesDylan__,"This is just one big opportunity for the absolutely massive amount of anti semites to say EXACTLY what they want without consequence, because a chance has arisen... I’m a Jew and want peace for both sides, I do not represent Israel. you’re all sick. #IsraelUnderAttack #Israel https://t.co/VFeOZCDrJK",2021-05-13T14:25:21Z,1,NA,NA
editorneindia,"US president Joe Biden said, ""Israel has a right to defend itself when you have thousands of rockets flying into your territory.” 

#IsraelPalestine @JoeBiden @POTUS #IsraelUnderAttack https://t.co/Uhqw9Q0BIP",2021-05-13T14:24:36Z,6,NA,NA
TuistTrade,"The innocent victims of terror. 
Israeli doctors and parents shielding newborn babies in a fortified hallway of a local hospital as rockets rained down over the country. 
Madness. IT HAS TO STOP. 
#IsraelUnderAttack https://t.co/ybBT6rGZ7N",2021-05-13T14:24:36Z,0,NA,NA
sidarora1999,"Today they are saying #IndiaStandsWithPalestine tomorrow they will say People of Pakistan, Iran, Iraq, etc cause they are too part of their ummah. Spot the traitors #IndiaStandsWithIsrael #ISupportIsrael #IndiaStandWithIsrael #Palestine #IsraelUnderAttack #IndiaWithIsrael",2021-05-13T14:23:52Z,2,NA,NA
umakantsingh_IN,"Both Israel and Palestinians should stop now, can't allow two great people to kill one another like this! #PalestineBleeding #IsraelUnderAttack #IsraelTerrorist #HamasTerrorists",2021-05-13T14:23:49Z,1,NA,NA
JoielAkilan,"@SarahSa62844321 @5a7e3d Terrible to see u supporting holocaust 😡
According to koran Yakub, moosa, Ibrahim, Yusuf are prophets and they were all Jews living in Israel since ancient times so why so much hate on the clan of your own prophets 🤔

#IsraelUnderAttack",2021-05-13T14:23:35Z,1,NA,NA
JoielAkilan,@krystalball US should not buckle under pressure but support #IsraelUnderAttack,2021-05-13T12:50:27Z,0,NA,NA
JoielAkilan,"@itranslate123 Write against #HamasTerrorists for bringing up this suffering on poor #Palestinians 😭

#IsraelUnderAttack",2021-05-13T12:47:32Z,4,NA,NA
anishasharma7,"#IStandWithIsrael #IsraelUnderAttack #IndiaStandsWithIsrael always,wipe out from roots completely these muslim islamic jihadi's  #HamasTerrorists  @netanyahu @IsraeliPM @israelpolice @IsraelinIndia @AchAnkurArya @SureshChavhanke @NijiSachiv @Sanjay_Dixit @AtriNeeraj @FansYati https://t.co/VXTcMfcw6v",2021-05-13T14:23:32Z,1,NA,NA
anishasharma7,"#IStandWithIsrael #ISupportIsrael #bindasbolonisrael   INDIAN sanatani HINDU's LOVE  #ISRAEL #Israeli  ,#IsraelUnderAttack #IsraelUnderFire SO #IndiaWithIsrael ALWAYS FOREVER @SureshChavhanke @SudarshanNewsTV @@AtriNeeraj @Sanjay_Dixit  @SabLokTantra @rangdebasantitv @FansYati https://t.co/UEcsucaePQ",2021-05-13T09:19:28Z,8,NA,NA
anilktiger,"I am always With Israel instead of Terrorist Nation and There supporter
#IsraelUnderAttack #IStandWithIsrael https://t.co/fIh5TI92Kp",2021-05-13T14:23:07Z,2,NA,NA
DetectiveDee13,"GAZA mess is created by Joe Biden

Israel is under attack. This wouldn't have happened if Trump was around.

#IstandwithIsreal 
#IndiaStandsWithIsrael 
#IsraelUnderAttack",2021-05-13T14:23:05Z,0,NA,NA
khurshid_r,"It is being heard that the national rhinoceros (गैंडा🦏) is also positive 🤣🤣🤣🤣

#Rwanda #National #COVID19 #COVID19SA #IndiaStandwithPalestine #IsraelUnderAttack #INTO1  #ISupportIsrael",2021-05-13T14:23:05Z,0,NA,NA
kumar_ramautar,"Well-done decision @EmmanuelMacron ji
#IsraelUnderAttack #ISupportIsrael #IndiaStandsWithIsrael https://t.co/35AJlAQswj",2021-05-13T14:23:01Z,0,NA,NA
kumar_ramautar,"If this Palestinian terrorist had not been killed, this terrorist would have killed innocent people.
#IndiaStandsWithIsrael #ISupportIsrael #IsraelUnderAttack https://t.co/LYXl0Gr5ws",2021-05-13T09:47:51Z,1,NA,NA
GKPTPC,"@danielocarmon The Difference 🙏🙏🇮🇳🇮🇱
Be brave against Terrorism 💪💪
#IndiaWithIsrael #Indianstandwithisrael #IsraelUnderAttack https://t.co/mqSkONiper",2021-05-13T14:22:44Z,5,NA,NA
wiseman1942,#IsraelUnderAttack.               Israel will not go into Gaza with ground forces. Remember Hizbullah?,2021-05-13T14:22:38Z,0,NA,NA
SSabanegh,"Dear Zionists, Palestine is not safe and will never be your homeland. Your government has failed you for 73 years. It’s time to leave. #freepalastine #GazzaUnderAttack #AlAqsaUnderAtrack #IsraelUnderAttack #IsrealiesLeavePalestine https://t.co/Y2PXSQSMv8",2021-05-13T14:22:28Z,0,NA,NA
Doctor37219301,"Israel is a TERRORIST state.
Shame on You Israel. 
You have no right to Kill children and women of Palestine,and Invading their Worship place. You Proved them.
Rocket Attack of Gaza is like Girl punching her Rapist.
#IsraelUnderAttack
#IsraeliTerrorism
#GazaUnderAttack
#Israel",2021-05-13T14:22:13Z,0,NA,NA
pinkalbhartiya9,"@Facebook
@PIBFactCheck
Page name : The kashmir times 

This page is spread fake news on facebook page for to provoke different communities in Israel. 

( fake : 650 Jewish people killed in a big explosion in Israel. )
#IsraelUnderAttack 
#IStandWithIsrael 
#WeStandWithIsrael https://t.co/fqPTiy7Hww",2021-05-13T14:21:05Z,0,NA,NA
ampi_ammu,"I support only love 💞💞

#IsraelPalestine
#IsraelUnderAttack
#IndiaStandwithPalestine",2021-05-13T14:21:04Z,0,NA,NA
ManiCha43154236,Peace 🤞🏻 #savepalestinians #IsraelPalestine #IsraelUnderAttack #SaveSheikhJarrah,2021-05-13T14:20:59Z,0,NA,NA
CUFI,Rockets being fired from civilian neighborhoods into Israel. Pray for Israel.  #IsraelUnderAttack https://t.co/OtOScomSnd,2021-05-13T14:20:55Z,39,NA,NA
LodhaJP17,"@PMOIndia @narendramodi @rashtrapatibhvn 
please support #israel, it is fighting with terrorism, it always help us in our need. #istandwithisrael
#ISupportIsrael 
#IndiaStandsWithIsrael 
#IsraelUnderAttack https://t.co/QckHTHh669",2021-05-13T14:20:50Z,0,NA,NA
LodhaJP17,"@IsraelinIndia We are with you
You doing well
Clean all terrorist Factories from gaza
#IndiaStandsWithIsrael 
#IsraelUnderAttack",2021-05-13T14:06:10Z,0,NA,NA
IsraelinBG,"🕯️7 Israelis killed by #Hamas terrorists.
The rockets do not differentiate between populations. 

#SayTheirNames 
#IsraelUnderAttack https://t.co/SmCKlHjKeu",2021-05-13T14:20:29Z,0,NA,NA
IsraelinBG,"No words needed. 
💔
#IsraelUnderAttack https://t.co/skEcp434Kz",2021-05-13T12:14:01Z,1,NA,NA
yftdurxurxrux,Retweet to show your support #ISupportIsrael #IStandWithIsrael #IsraelUnderAttack,2021-05-13T14:20:22Z,0,NA,NA
nickens_jr,"Israel 🇮🇱 killed Senior Hamas commander. Officials say this is just the beginning.

🇮🇱 #IsraelUnderAttack #IStandWithIsrael #HamasTerrorists 🇮🇱

I will always stand with our allies to defend themselves from any attacks, especially ones done by terrorist. https://t.co/Cw7dB9eUor",2021-05-13T14:20:18Z,0,NA,NA
TheVictoriousV,The two genders. #Gaza #Palestine #israel #IsraelUnderAttack #PalestineUnderAttack https://t.co/71eg6xGM12,2021-05-13T14:20:14Z,2,NA,NA
LittleD75,Who will you stand with? @BorisJohnson @BBCWorld @BBCNews  @Channel4News @itvnews @UKLabour @LozzaFox @pritipatel  @UKTories @LozzaFox @thereclaimparty @UKParliament @MailOnline @thesunnews4u @thetimes @RoyalFamily.  #StandWithIsrael #IsraelUnderAttack  #HAMAS #HamasTerrorists https://t.co/vH3ZCbGlwb,2021-05-13T14:20:11Z,0,NA,NA
official_zed1,"The truth ✊
Please retweet
#IstandwithIsreal #IsraelUnderAttack #Israel https://t.co/EpogzFFRgD",2021-05-12T19:52:16Z,176,NA,NA
official_zed1,"People in Italy show support for Israel.
Follow @official_zed1 🇮🇱🇮🇹 
#Israel
#IsraelUnderAttack
#IStandWithIsrael

Photo: Progetto Dreyfus https://t.co/DBiTeESkRc",2021-05-13T14:20:04Z,1,NA,NA
Billiam_Shake,"So @ImranKhanPTI only meant that Pakistan stands with Palestine. Won't fight for Palastine.
#IsraelUnderAttack https://t.co/5Rnc3DGl6M https://t.co/RgumzGwfiP",2021-05-13T14:19:57Z,3,NA,NA
DebBubaiD,"Who started launching 🚀 🚀??? 
#IsraelUnderAttack https://t.co/HodOuYbMGL",2021-05-13T09:35:51Z,0,NA,NA
DebBubaiD,@RanaAyyub It looks like a 🚀 rocket fir€d by #Hamas towards #Israel and its citizens. #IsraelUnderAttack #IsraelUnderFire,2021-05-13T14:19:40Z,0,NA,NA
WelcomeToWadiya,"I support @Israel @IsraelinIndia @IDF @IsraeliPM @IsraelMFA 

#ISupportIsrael #IsraelUnderAttack https://t.co/Pn7hxT3Gty",2021-05-13T14:19:02Z,2,NA,NA
1878Vicky,"No one does like you. You tried your best to save human life there commendable. 
#IsraelUnderAttack https://t.co/YSGvyvZG4W",2021-05-13T03:31:53Z,2,NA,NA
1878Vicky,"@Jonathan_Zadka @SeidmanAriel @IsraelBangalore Without any doubt we are always with our old friend Israel.
#ISupportIsrael 
#IsraelUnderAttack",2021-05-13T14:18:58Z,16,NA,NA
MaryD88758801,Philippines Stands with Israel 🇮🇱 🇵🇭 #IstandwithIsreal #israel #IsraelUnderAttack https://t.co/zsPOQCtYg9,2021-05-12T23:06:59Z,1,NA,NA
MaryD88758801,Pray for Israel #ISupportIsrael #IsraelUnderAttack #IStandWithIsrael #WeStandWithIsrael #israel #PrayForIsrael https://t.co/7B1HxJ0DdF,2021-05-13T14:18:56Z,2,NA,NA
Paritos43090265,We stand with #ısrael #ısrael must take action against terrorist organisation like #HamasTerrorists #IsraelUnderAttack #IstandwithIsreal #IndiaStandWithIsrael,2021-05-13T14:18:53Z,1,NA,NA
rafaeldahan,"The ""World"" is twisting everything. ⬇️

#IsraelUnderAttack #IsraelUnderFire 

https://t.co/mP2mcAeMz9",2021-05-13T14:18:21Z,0,NA,NA
_Theprince1729,"#IsraelUnderAttack #IndiaStandsWithIsrael 
#IStandWithIsrael 

When #IndiaStandwithPalestine 
Is trending topic in india

Le  every indian* https://t.co/50gNi2mDtZ",2021-05-13T14:18:07Z,5,NA,NA
Banarsi_Pandit,"#EidMubarak all mullah given by #israel,
#IsraelUnderAttack 
#IndiaStandsWithIsrael https://t.co/N1D2uAxs9l",2021-05-13T14:18:07Z,1,NA,NA
worldofweapon,"#Israeli Army Preparing for Ground Operation in #GazaStrip | World News |Defence News

#gazastrip  #news #worldnews  #defencenews #newsflash 
#Israeli #IsraelUnderAttack
#IsraelPalestine #IstandwithIsreal
#GazaUnderFire

https://t.co/W6BgmIJrOJ",2021-05-13T14:17:27Z,0,NA,NA
im_sorav_parmar,"@IDF Heartbreaking 😭😭😭😭😭😭
Destroy the every pelestine's terrorists, killed everyone and make pelestine terrorists free place. 
#IStandWithIsrael 
#IndiaStandsWithIsrael 
#IsraelUnderAttack #Israeli  #israel",2021-05-13T14:17:09Z,1,NA,NA
ImpartialEclips,"To any Irish people wondering what it's like to be living in Israel right now, have a look at this map. #IsraelUnderAttack #JerusalemUnderAttack #Gaza #TempleMount #TelAvivUnderAttack #Hamas #HamasTerrorists https://t.co/pn1L9vNddU",2021-05-13T14:16:26Z,1,NA,NA
ImpartialEclips,"To any Irish person wondering what it's like to be living in Israel right now, have a look at this map. #IsraelUnderAttack #JerusalemUnderAttack #Gaza #TempleMount #TelAvivUnderAttack #Hamas #HamasTerrorists https://t.co/7mtN0LNJuG",2021-05-12T21:12:04Z,15,NA,NA
george06338253,@IlhanMN They attack Israel and its there right to fire back.  The only thing that amazes me is the ignorance of the MN voter to put you in office with your hate of #America  #ISupportIsrael #IsraelUnderAttack,2021-05-13T14:15:53Z,1,NA,NA
pradipagarwal71,"@YashwantSinha why now ??

why not when  #IsraelUnderAttack  ???",2021-05-13T14:15:11Z,1,NA,NA
Sagarbhagat_13,"Just like india is the only hindu nation in the world , israel is the only majority Jewish country in the world and has been fighting against terrorissim
 #IndiaStandsWithIsrael #IsraelUnderAttack
#IndiaWithIsrael https://t.co/6EzMnfgV48",2021-05-13T14:15:05Z,4,NA,NA
clm676896,U all can see what we are talking abut Israeli soldier keeping this woman safe #IsraelUnderAttack https://t.co/JDehGtJnqN,2021-05-13T14:15:04Z,7,NA,NA
clm676896,Israel is not bad after all so don’t believe everything you see #IsraelUnderAttack https://t.co/L3fFILMSzf,2021-05-13T14:06:28Z,22,NA,NA
abhii_tweets,"#israeliairforce Operation ""Guardian of the Walls"":Attacks targets of power, construction of overthrowing a media building, droneinterceptions the Air Force continues and will continue to work to protect residents of the country.
#ISupportIsrael
#IsraelUnderAttack 🇮🇳🇮🇱 https://t.co/nsWQlxYEYt",2021-05-13T14:15:02Z,6,NA,NA
rodupgrao,"@Aryan_warlord there are 2 explosion fired but actually 4 explosion can be seen .

so the building was used to store the explosions or rockets. 

Right target selected and eliminated by ISRAEL 

#IndiaStandsWithIsrael 
#IndiaStandWithIsrael 
#IsraelUnderAttack",2021-05-13T14:14:42Z,1,NA,NA
shaked_wolfin,"So true!
#IsraelUnderAttack https://t.co/5gFBByCVaF",2021-05-13T14:14:39Z,0,NA,NA
Alter_Ego45,"Attack drones target Israel’s south after major rocket barrage at Tel Aviv, Beersheba, Central Israel area.

#IsraelUnderAttack",2021-05-13T14:14:30Z,0,NA,NA
Alter_Ego45,"#BREAKING : The Main Anti-Tank Squad targeting Isreal has been destroyed by Israeli Defence Forces in successful operations
 
#IsraelUnderAttack #IndiaStandsWithIsrael",2021-05-13T10:06:52Z,0,NA,NA
Alter_Ego45,"The Palestinian Islαmic MiIitant group Hamas says it has launched a number of armed su¡c¡de drones from Gaza into southern Israel.

#IsraelUnderAttack",2021-05-13T13:49:23Z,0,NA,NA
myra32367751,Lets get educated. :) I cant help with my strength. But i can type fast and a mean bully. Lets focus our energy making them suffer on socmed #koyakisrael #PalestineUnderAttack #Palestine #IsraelUnderAttack https://t.co/kd6z6sFGYE,2021-05-13T14:14:24Z,1,NA,NA
imvk08,"@MarkRuffalo @ReallySwara In your country India, when same thing happening in #bengalvoilence with Hindu families. You don't utter a single word against that. It is prescribed for you to go to #Palastine for survival and living. #IndiaStandsWithIsrael #IsraelUnderAttack #IndiaWithIsrael",2021-05-13T14:14:07Z,0,NA,NA
khanduri_happy,We are with you BB. Kick the ass of terrorists. Start ruining every thing if there. India with you. #IndiaStandsWithIsrael  we know how it's feel when someone try to destroy peace in our region.We are also suffering from this and  you too. No mercy on terrorism #IsraelUnderAttack https://t.co/HcjfoRcb40,2021-05-13T14:13:51Z,0,NA,NA
AbhiAbhi2992000,"Hamas  peoples throw stones and greanades on Israel police and when the police react they shoot video on how they had been attacked by Israel police this is how they do propaganda against Israel and the jewish peoples!!
#IsraelUnderAttack #PalestineUnderAttack  #IsraeliAttack",2021-05-13T14:13:08Z,0,NA,NA
kceelake,John kerry should be arrested for treason...he incited iran to wait out trump. United stated lifting sanctions. Now israel moving soldiers to gaza border...what next biden?#IsraelUnderAttack #kerryisguilty #BidenGasLines  #BidenIsDestroyingAmerica,2021-05-13T14:13:04Z,0,NA,NA
LegInsurrection,#Israel Vows to Destroy #Hamas Terror Infrastructure Despite Diplomatic Pressure #IsraelUnderAttack  https://t.co/tgy2NgNHcA,2021-05-13T14:12:40Z,24,NA,NA
LegInsurrection,"American politicians overwhelmingly support #Israel because the American people overwhelmingly support Israel, and have for decades. Twitter is not reality. #IsraelUnderAttack #GazaUnderAttack  https://t.co/YfDKB2SOt1 https://t.co/QlSPy4RI4d https://t.co/bwopcrpUU0",2021-05-12T22:28:05Z,24,NA,NA
LegInsurrection,Bomb Squad https://t.co/fvua0vd1yD #Israel #IsraelUnderAttack https://t.co/ozuOi8ESo1,2021-05-13T11:08:37Z,62,NA,NA
